task_id,repository_folder,code_path_precision,code_path_recall,code_path_f1,code_path_exact,api_path_precision,api_path_recall,api_path_f1,api_path_exact,pred_code_paths,gold_code_paths,pred_api_paths,gold_api_paths,parse_ok,runtime_error
usecase_v1_0059_path,openfun__marsha,1.0,0.75,0.8571,0,1.0,1.0,1.0,1,src/backend/marsha/core/api/playlist_access.py | src/backend/marsha/core/models/playlist.py | src/backend/marsha/core/serializers/playlist_access.py,src/backend/marsha/urls.py | src/backend/marsha/core/api/playlist_access.py | src/backend/marsha/core/models/playlist.py | src/backend/marsha/core/serializers/playlist_access.py,GET /api/playlist-accesses | POST /api/playlist-accesses | PATCH /api/playlist-accesses/{id},GET /api/playlist-accesses | POST /api/playlist-accesses | PATCH /api/playlist-accesses/{id},1,0
usecase_v1_0060_path,openfun__marsha,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,src/backend/marsha/urls.py | src/backend/marsha/core/api/video.py,src/backend/marsha/urls.py | src/backend/marsha/core/api/video.py | src/backend/marsha/core/models/video.py | src/frontend/packages/lib_video/src/components/common/VideoWizard/ConfigureLiveButton/index.tsx,POST /api/videos/{id}/start-live | GET /api/videos/{id}/jitsi,POST /api/videos/{id}/start-live | GET /api/videos/{id}/jitsi,1,0
usecase_v1_0061_path,openfun__marsha,1.0,1.0,1.0,1,1.0,1.0,1.0,1,src/backend/marsha/urls.py | src/backend/marsha/core/api/video.py | src/backend/marsha/core/services/video_recording.py | src/backend/marsha/core/models/video.py,src/backend/marsha/urls.py | src/backend/marsha/core/api/video.py | src/backend/marsha/core/services/video_recording.py | src/backend/marsha/core/models/video.py,POST /api/videos/{id}/stop-live | POST /api/videos/{id}/harvest-live | POST /api/videos/{id}/live-to-vod,POST /api/videos/{id}/stop-live | POST /api/videos/{id}/harvest-live | POST /api/videos/{id}/live-to-vod,1,0
usecase_v1_0062_path,openfun__marsha,1.0,0.6667,0.8,0,1.0,1.0,1.0,1,src/backend/marsha/core/api/xapi.py | src/backend/marsha/urls.py,src/backend/marsha/urls.py | src/backend/marsha/core/api/xapi.py | src/backend/marsha/core/serializers/xapi.py,POST /xapi/video/{resource_id},POST /xapi/video/{resource_id},1,0
usecase_v1_0063_path,openfun__marsha,1.0,1.0,1.0,1,1.0,0.6667,0.8,0,src/backend/marsha/bbb/urls.py | src/backend/marsha/bbb/api.py | src/backend/marsha/bbb/models.py | src/backend/marsha/bbb/serializers.py,src/backend/marsha/bbb/urls.py | src/backend/marsha/bbb/api.py | src/backend/marsha/bbb/models.py | src/backend/marsha/bbb/serializers.py,GET /api/classrooms | POST /api/classrooms,GET /api/classrooms | POST /api/classrooms | GET /api/meetings,1,0
usecase_v1_0064_path,openfun__marsha,1.0,0.6667,0.8,0,1.0,1.0,1.0,1,src/backend/marsha/bbb/api.py | src/backend/marsha/bbb/serializers.py,src/backend/marsha/bbb/urls.py | src/backend/marsha/bbb/api.py | src/backend/marsha/bbb/serializers.py,POST /api/classrooms/{classroom_id}/classroomdocuments | POST /api/classrooms/{classroom_id}/classroomdocuments/{id}/initiate-upload | POST /api/classrooms/{classroom_id}/classroomdocuments/{id}/upload-ended,POST /api/classrooms/{classroom_id}/classroomdocuments | POST /api/classrooms/{classroom_id}/classroomdocuments/{id}/initiate-upload | POST /api/classrooms/{classroom_id}/classroomdocuments/{id}/upload-ended,1,0
usecase_v1_0065_path,mwinamijr__django-scms,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,api/users/urls.py | users/views.py,README.md | api/users/urls.py | users/views.py | users/models.py,users/login | users/profile,users/login | users/profile,1,0
usecase_v1_0066_path,mwinamijr__django-scms,1.0,0.5,0.6667,0,1.0,0.3333,0.5,0,api/users/urls.py | users/views.py,README.md | api/users/urls.py | users/views.py | academic/models.py,users/teachers/bulk-upload,users/teachers | users/teachers/<pk> | users/teachers/bulk-upload,1,0
usecase_v1_0067_path,mwinamijr__django-scms,1.0,0.6667,0.8,0,1.0,1.0,1.0,1,api/users/urls.py | users/views.py,README.md | api/users/urls.py | users/views.py,users/accountants | users/accountants/<pk>,users/accountants | users/accountants/<pk>,1,0
usecase_v1_0068_path,mwinamijr__django-scms,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,api/users/urls.py | users/views.py,README.md | api/users/urls.py | users/views.py | academic/models.py,users/parents | users/parents/<pk>,users/parents | users/parents/<pk>,1,0
usecase_v1_0069_path,mwinamijr__django-scms,1.0,0.75,0.8571,0,1.0,1.0,1.0,1,api/sis/urls.py | sis/views.py | academic/models.py,README.md | api/sis/urls.py | sis/views.py | academic/models.py,sis/students | sis/students/<pk>,sis/students | sis/students/<pk>,1,0
usecase_v1_0070_path,mwinamijr__django-scms,1.0,0.6667,0.8,0,1.0,1.0,1.0,1,api/sis/urls.py | sis/views.py,api/sis/urls.py | sis/views.py | academic/models.py,sis/students/bulk-upload,sis/students/bulk-upload,1,0
usecase_v1_0071_path,mwinamijr__django-scms,1.0,1.0,1.0,1,1.0,0.1667,0.2857,0,api/academic/urls.py | academic/models.py | academic/views.py,api/academic/urls.py | academic/models.py | academic/views.py,academic/departments,academic/departments | academic/class-levels | academic/grade-levels | academic/class-years | academic/streams | academic/subjects,1,0
usecase_v1_0072_path,mwinamijr__django-scms,1.0,0.5,0.6667,0,0.0,0.0,0.0,0,academic/views.py,api/academic/urls.py | academic/views.py,student-classes/bulk-upload,academic/subjects/bulk-upload | academic/classrooms/bulk-upload | academic/student-classes/bulk-upload,1,0
usecase_v1_0073_path,mwinamijr__django-scms,1.0,0.5,0.6667,0,1.0,0.25,0.4,0,api/finance/urls.py | finance/views.py,README.md | api/finance/urls.py | finance/views.py | finance/models.py,finance/payments/record,finance/payments/record | finance/payments | finance/payment-allocations | finance/receipt-allocations,1,0
usecase_v1_0074_path,mwinamijr__django-scms,1.0,0.5,0.6667,0,1.0,0.75,0.8571,0,api/finance/urls.py | finance/views.py,README.md | api/finance/urls.py | finance/views.py | academic/models.py,finance/receipts | finance/receipts/student/<student_id> | finance/receipts/bulk-upload,finance/receipts | finance/receipts/student/<student_id> | finance/receipts/bulk-upload | finance/students/<student_id>/debt-overview,1,0
usecase_v1_0075_path,mwinamijr__django-scms,1.0,0.6667,0.8,0,1.0,0.75,0.8571,0,api/finance/urls.py | finance/views.py,api/finance/urls.py | finance/views.py | academic/models.py,finance/debts/update-current | finance/debts/update-all-missing | finance/debts/update-past,finance/debts/update-current | finance/debts/update-all-missing | finance/debts/update-past | finance/debts/reverse,1,0
usecase_v1_0076_path,mwinamijr__django-scms,1.0,0.6667,0.8,0,0.5,0.3333,0.4,0,api/attendance/urls.py | attendance/views.py,README.md | api/attendance/urls.py | attendance/views.py,attendance/teacher-attendance | attendance/teacher-attendance/<int:pk>,attendance/teacher-attendance | attendance/student-attendance | attendance/period-attendance,1,0
usecase_v1_0077_path,mwinamijr__django-scms,1.0,0.6667,0.8,0,1.0,0.5,0.6667,0,api/schedule/urls.py | schedule/views.py,README.md | api/schedule/urls.py | schedule/views.py,schedule/generate-timetable,schedule/periods | schedule/generate-timetable,1,0
usecase_v1_0078_path,mwinamijr__django-scms,1.0,0.6667,0.8,0,1.0,0.6,0.75,0,api/administration/urls.py | administration/views.py,api/administration/urls.py | administration/views.py | administration/models.py,administration/school-events | administration/school-events/bulk-upload | administration/school-events/template-download,administration/academic-years | administration/terms | administration/school-events | administration/school-events/bulk-upload | administration/school-events/template-download,1,0
usecase_v1_0079_path,tough-dev-school__education-backend,1.0,0.75,0.8571,0,1.0,1.0,1.0,1,src/apps/products/urls.py | src/apps/products/api/views.py | src/apps/products/api/serializers.py,README.md | src/apps/products/urls.py | src/apps/products/api/views.py | src/apps/products/api/serializers.py,course-groups/<slug>/courses,course-groups/<slug>/courses,1,0
usecase_v1_0080_path,tough-dev-school__education-backend,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,src/apps/products/urls.py | src/apps/products/api/views.py,src/apps/products/urls.py | src/apps/products/api/views.py | src/apps/banking/price_calculator.py | src/apps/orders/models/promocode.py,courses/<slug>/promocode,courses/<slug>/promocode,1,0
usecase_v1_0081_path,tough-dev-school__education-backend,1.0,0.6667,0.8,0,1.0,1.0,1.0,1,src/apps/orders/api/views.py | src/apps/orders/api/serializers.py,src/apps/orders/urls.py | src/apps/orders/api/views.py | src/apps/orders/api/serializers.py,orders/draft,orders/draft,1,0
usecase_v1_0082_path,tough-dev-school__education-backend,1.0,0.25,0.4,0,1.0,1.0,1.0,1,src/apps/products/api/views.py,README.md | src/apps/products/urls.py | src/apps/products/api/views.py | src/apps/users/services/user_creator.py,courses/<slug>/purchase,courses/<slug>/purchase,1,0
usecase_v1_0083_path,tough-dev-school__education-backend,1.0,0.6667,0.8,0,1.0,1.0,1.0,1,src/apps/orders/urls.py | src/apps/orders/api/views.py,src/apps/orders/urls.py | src/apps/orders/api/views.py | src/apps/orders/models/order.py,orders/<slug>/confirm,orders/<slug>/confirm,1,0
usecase_v1_0084_path,tough-dev-school__education-backend,1.0,0.6667,0.8,0,1.0,0.5,0.6667,0,src/apps/studying/urls.py | src/apps/studying/api/views.py,src/apps/studying/urls.py | src/apps/studying/api/views.py | src/apps/studying/models.py,studying/purchased-courses,studying/purchased-courses | studying/studies/purchased,1,0
usecase_v1_0085_path,tough-dev-school__education-backend,1.0,0.3333,0.5,0,1.0,0.5,0.6667,0,src/apps/lms/api/viewsets.py,src/apps/lms/urls.py | src/apps/lms/api/viewsets.py | src/apps/lms/models/module.py,lms/modules/<id>,lms/modules | lms/modules/<id>,1,0
usecase_v1_0086_path,tough-dev-school__education-backend,1.0,0.6667,0.8,0,1.0,1.0,1.0,1,src/apps/lms/urls.py | src/apps/lms/api/viewsets.py,src/apps/lms/urls.py | src/apps/lms/api/viewsets.py | src/apps/lms/models/lesson.py,lms/lessons | lms/lessons/<id>,lms/lessons | lms/lessons/<id>,1,0
usecase_v1_0087_path,tough-dev-school__education-backend,1.0,0.5,0.6667,0,1.0,0.5,0.6667,0,src/apps/notion/api/views.py | src/apps/notion/cache.py,README.md | src/apps/notion/urls.py | src/apps/notion/api/views.py | src/apps/notion/cache.py,materials/<page_id>,materials/<page_id> | notion/materials/<page_id>,1,0
usecase_v1_0088_path,tough-dev-school__education-backend,1.0,0.3333,0.5,0,1.0,0.5,0.6667,0,src/apps/notion/api/views.py,src/apps/notion/urls.py | src/apps/notion/api/views.py | src/apps/notion/api/serializers.py,materials/<page_id>/update,materials/<page_id>/status | materials/<page_id>/update,1,0
usecase_v1_0089_path,tough-dev-school__education-backend,1.0,0.3333,0.5,0,1.0,1.0,1.0,1,src/apps/homework/api/views/answer.py,src/apps/homework/urls.py | src/apps/homework/api/views/answer.py | src/apps/homework/api/views/question.py,homework/questions/<slug> | homework/answers | homework/answers/image | homework/answers/<answer_slug>/attachment,homework/questions/<slug> | homework/answers | homework/answers/image | homework/answers/<answer_slug>/attachment,1,0
usecase_v1_0090_path,tough-dev-school__education-backend,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,src/apps/homework/api/views/reaction.py,src/apps/homework/urls.py | src/apps/homework/api/views/reaction.py,homework/answers/<answer_slug>/reactions,homework/answers/<answer_slug>/reactions,1,0
usecase_v1_0091_path,tough-dev-school__education-backend,1.0,1.0,1.0,1,1.0,1.0,1.0,1,src/apps/homework/urls.py | src/apps/homework/api/views/crosscheck.py,src/apps/homework/urls.py | src/apps/homework/api/views/crosscheck.py,homework/crosschecks,homework/crosschecks,1,0
usecase_v1_0092_path,tough-dev-school__education-backend,1.0,0.6667,0.8,0,1.0,0.5,0.6667,0,src/apps/diplomas/api/viewsets.py | src/apps/diplomas/models.py,src/apps/diplomas/urls.py | src/apps/diplomas/api/viewsets.py | src/apps/diplomas/models.py,diplomas/<id>,diplomas | diplomas/<id>,1,0
usecase_v1_0093_path,tough-dev-school__education-backend,1.0,0.6667,0.8,0,1.0,1.0,1.0,1,src/apps/users/urls.py | src/apps/users/api/views.py,src/apps/users/urls.py | src/apps/users/api/views.py | src/apps/users/api/serializers.py,users,users,1,0
usecase_v1_0094_path,tough-dev-school__education-backend,1.0,0.6667,0.8,0,1.0,0.3333,0.5,0,src/apps/a12n/urls.py | src/apps/a12n/api/views.py,src/apps/a12n/urls.py | src/apps/a12n/api/views.py | src/apps/a12n/api/serializers.py,auth/passwordless-token/request/<email> | auth/passwordless-token/<token>,auth/token | auth/password/reset | auth/password/reset/confirm | auth/password/change | auth/passwordless-token/request/<email> | auth/passwordless-token/<token>,1,0
usecase_v1_0095_path,tough-dev-school__education-backend,1.0,0.75,0.8571,0,1.0,1.0,1.0,1,src/apps/banking/urls.py | src/apps/tinkoff/api/views.py | src/apps/stripebank/api/views.py,README.md | src/apps/banking/urls.py | src/apps/tinkoff/api/views.py | src/apps/stripebank/api/views.py,banking/tinkoff-notifications | banking/dolyame-notifications | banking/stripe-webhooks | banking/stripe-webhooks/kz,banking/tinkoff-notifications | banking/dolyame-notifications | banking/stripe-webhooks | banking/stripe-webhooks/kz,1,0
usecase_v1_0096_path,knowledgefactory4u__librarymanagementsystem,1.0,1.0,1.0,1,1.0,1.0,1.0,1,README.md | src/main/java/com/knf/dev/librarymanagementsystem/controller/IndexController.java,README.md | src/main/java/com/knf/dev/librarymanagementsystem/controller/IndexController.java,login,login,1,0
usecase_v1_0097_path,knowledgefactory4u__librarymanagementsystem,1.0,0.6667,0.8,0,1.0,1.0,1.0,1,src/main/java/com/knf/dev/librarymanagementsystem/controller/BookController.java | src/main/java/com/knf/dev/librarymanagementsystem/service/BookService.java,README.md | src/main/java/com/knf/dev/librarymanagementsystem/controller/BookController.java | src/main/java/com/knf/dev/librarymanagementsystem/service/BookService.java,books,books | ,1,0
usecase_v1_0098_path,knowledgefactory4u__librarymanagementsystem,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,src/main/java/com/knf/dev/librarymanagementsystem/controller/BookController.java,src/main/java/com/knf/dev/librarymanagementsystem/controller/BookController.java | src/main/java/com/knf/dev/librarymanagementsystem/service/BookService.java,searchBook,searchBook,1,0
usecase_v1_0099_path,knowledgefactory4u__librarymanagementsystem,1.0,0.6667,0.8,0,1.0,1.0,1.0,1,src/main/java/com/knf/dev/librarymanagementsystem/controller/BookController.java | src/main/java/com/knf/dev/librarymanagementsystem/service/BookService.java,README.md | src/main/java/com/knf/dev/librarymanagementsystem/controller/BookController.java | src/main/java/com/knf/dev/librarymanagementsystem/service/BookService.java,add | add-book,add | add-book,1,0
usecase_v1_0100_path,knowledgefactory4u__librarymanagementsystem,1.0,1.0,1.0,1,1.0,1.0,1.0,1,src/main/java/com/knf/dev/librarymanagementsystem/controller/BookController.java | src/main/java/com/knf/dev/librarymanagementsystem/service/BookService.java,src/main/java/com/knf/dev/librarymanagementsystem/controller/BookController.java | src/main/java/com/knf/dev/librarymanagementsystem/service/BookService.java,update/{id} | update-book/{id},update/{id} | update-book/{id},1,0
usecase_v1_0101_path,knowledgefactory4u__librarymanagementsystem,1.0,1.0,1.0,1,1.0,1.0,1.0,1,src/main/java/com/knf/dev/librarymanagementsystem/controller/BookController.java | src/main/java/com/knf/dev/librarymanagementsystem/service/BookService.java,src/main/java/com/knf/dev/librarymanagementsystem/controller/BookController.java | src/main/java/com/knf/dev/librarymanagementsystem/service/BookService.java,remove-book/{id},remove-book/{id},1,0
usecase_v1_0102_path,knowledgefactory4u__librarymanagementsystem,1.0,0.6667,0.8,0,1.0,0.7143,0.8333,0,src/main/java/com/knf/dev/librarymanagementsystem/controller/AuthorController.java | src/main/java/com/knf/dev/librarymanagementsystem/service/AuthorService.java,README.md | src/main/java/com/knf/dev/librarymanagementsystem/controller/AuthorController.java | src/main/java/com/knf/dev/librarymanagementsystem/service/AuthorService.java,authors | author/{id} | add-author | update-author/{id} | remove-author/{id},authors | author/{id} | addAuthor | add-author | updateAuthor/{id} | update-author/{id} | remove-author/{id},1,0
usecase_v1_0103_path,knowledgefactory4u__librarymanagementsystem,1.0,0.6667,0.8,0,1.0,0.7143,0.8333,0,src/main/java/com/knf/dev/librarymanagementsystem/controller/CategoryController.java | src/main/java/com/knf/dev/librarymanagementsystem/service/CategoryService.java,README.md | src/main/java/com/knf/dev/librarymanagementsystem/controller/CategoryController.java | src/main/java/com/knf/dev/librarymanagementsystem/service/CategoryService.java,categories | category/{id} | add-category | update-category/{id} | remove-category/{id},categories | category/{id} | addCategory | add-category | updateCategory/{id} | update-category/{id} | remove-category/{id},1,0
usecase_v1_0104_path,knowledgefactory4u__librarymanagementsystem,1.0,0.6667,0.8,0,1.0,0.7143,0.8333,0,src/main/java/com/knf/dev/librarymanagementsystem/controller/PublisherController.java | src/main/java/com/knf/dev/librarymanagementsystem/service/PublisherService.java,README.md | src/main/java/com/knf/dev/librarymanagementsystem/controller/PublisherController.java | src/main/java/com/knf/dev/librarymanagementsystem/service/PublisherService.java,publishers | publisher/{id} | addPublisher | updatePublisher/{id} | remove-publisher/{id},publishers | publisher/{id} | addPublisher | add-publisher | updatePublisher/{id} | update-publisher/{id} | remove-publisher/{id},1,0
usecase_v1_0105_path,knowledgefactory4u__librarymanagementsystem,1.0,1.0,1.0,1,1.0,1.0,1.0,1,src/main/java/com/knf/dev/librarymanagementsystem/controller/FileExportController.java | src/main/java/com/knf/dev/librarymanagementsystem/service/FileService.java,src/main/java/com/knf/dev/librarymanagementsystem/controller/FileExportController.java | src/main/java/com/knf/dev/librarymanagementsystem/service/FileService.java,export/{fileName},export/{fileName},1,0
usecase_v1_0106_path,SkyCascade__SkyLearn,1.0,0.75,0.8571,0,1.0,0.5,0.6667,0,accounts/urls.py | accounts/views.py | accounts/forms.py,accounts/urls.py | accounts/views.py | accounts/forms.py | accounts/models.py,accounts/register,accounts/register | accounts/ajax/validate-username,1,0
usecase_v1_0107_path,SkyCascade__SkyLearn,1.0,0.6667,0.8,0,1.0,0.3333,0.5,0,accounts/urls.py | accounts/views.py,accounts/urls.py | accounts/views.py | accounts/models.py,accounts/change_password,accounts/profile | accounts/setting | accounts/change_password,1,0
usecase_v1_0108_path,SkyCascade__SkyLearn,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,core/urls.py | core/views.py,README.md | core/urls.py | core/views.py | accounts/models.py,dashboard,dashboard,1,0
usecase_v1_0109_path,SkyCascade__SkyLearn,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,core/urls.py | core/views.py,README.md | core/urls.py | core/views.py | core/models.py,add_item | item/<pk>/edit | item/<pk>/delete,add_item | item/<pk>/edit | item/<pk>/delete,1,0
usecase_v1_0110_path,SkyCascade__SkyLearn,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,core/urls.py | core/views.py,README.md | core/urls.py | core/views.py | core/models.py,session | session/add | session/<pk>/edit | session/<pk>/delete,session | session/add | session/<pk>/edit | session/<pk>/delete,1,0
usecase_v1_0111_path,SkyCascade__SkyLearn,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,core/urls.py | core/views.py,README.md | core/urls.py | core/views.py | core/models.py,semester | semester/add | semester/<pk>/edit | semester/<pk>/delete,semester | semester/add | semester/<pk>/edit | semester/<pk>/delete,1,0
usecase_v1_0112_path,SkyCascade__SkyLearn,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,accounts/urls.py | accounts/views.py,README.md | accounts/urls.py | accounts/views.py | accounts/models.py,accounts/students | accounts/student/add | accounts/student/<pk>/edit | accounts/students/<pk>/delete | accounts/create_students_pdf_list,accounts/students | accounts/student/add | accounts/student/<pk>/edit | accounts/students/<pk>/delete | accounts/create_students_pdf_list,1,0
usecase_v1_0113_path,SkyCascade__SkyLearn,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,accounts/urls.py | accounts/views.py,README.md | accounts/urls.py | accounts/views.py | accounts/models.py,accounts/lecturers | accounts/lecturer/add | accounts/staff/<pk>/edit | accounts/lecturers/<pk>/delete | accounts/create_lecturers_pdf_list,accounts/lecturers | accounts/lecturer/add | accounts/staff/<pk>/edit | accounts/lecturers/<pk>/delete | accounts/create_lecturers_pdf_list,1,0
usecase_v1_0114_path,SkyCascade__SkyLearn,1.0,0.75,0.8571,0,1.0,1.0,1.0,1,accounts/urls.py | accounts/views.py | accounts/forms.py,accounts/urls.py | accounts/views.py | accounts/models.py | accounts/forms.py,accounts/parents/add,accounts/parents/add,1,0
usecase_v1_0115_path,SkyCascade__SkyLearn,1.0,1.0,1.0,1,1.0,1.0,1.0,1,course/urls.py | course/views.py | course/models.py,course/urls.py | course/views.py | course/models.py,programs | programs/add | programs/<pk>/detail | programs/<pk>/edit | programs/<pk>/delete,programs | programs/add | programs/<pk>/detail | programs/<pk>/edit | programs/<pk>/delete,1,0
usecase_v1_0116_path,SkyCascade__SkyLearn,1.0,1.0,1.0,1,1.0,1.0,1.0,1,course/urls.py | course/views.py | course/models.py,course/urls.py | course/views.py | course/models.py,programs/<pk>/course/add | programs/course/<slug>/detail | programs/course/<slug>/edit | programs/course/delete/<slug>,programs/<pk>/course/add | programs/course/<slug>/detail | programs/course/<slug>/edit | programs/course/delete/<slug>,1,0
usecase_v1_0117_path,SkyCascade__SkyLearn,1.0,0.75,0.8571,0,0.25,0.25,0.25,0,course/urls.py | course/views.py | course/models.py,README.md | course/urls.py | course/views.py | course/models.py,programs/course/add | programs/course/<pk>/edit | programs/course/delete | programs/course/assign,programs/course/assign | programs/course/allocated | programs/allocated_course/<pk>/edit | programs/course/<pk>/deallocate,1,0
usecase_v1_0118_path,SkyCascade__SkyLearn,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,course/urls.py | course/views.py,README.md | course/urls.py | course/views.py | course/models.py,programs/course/<slug>/documentations/upload | programs/course/<slug>/documentations/<file_id>/edit | programs/course/<slug>/documentations/<file_id>/delete,programs/course/<slug>/documentations/upload | programs/course/<slug>/documentations/<file_id>/edit | programs/course/<slug>/documentations/<file_id>/delete,1,0
usecase_v1_0119_path,SkyCascade__SkyLearn,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,course/urls.py | course/views.py,README.md | course/urls.py | course/views.py | course/models.py,programs/course/<slug>/video_tutorials/upload | programs/course/<slug>/video_tutorials/<video_slug>/detail | programs/course/<slug>/video_tutorials/<video_slug>/edit | programs/course/<slug>/video_tutorials/<video_slug>/delete,programs/course/<slug>/video_tutorials/upload | programs/course/<slug>/video_tutorials/<video_slug>/detail | programs/course/<slug>/video_tutorials/<video_slug>/edit | programs/course/<slug>/video_tutorials/<video_slug>/delete,1,0
usecase_v1_0120_path,SkyCascade__SkyLearn,1.0,0.5,0.6667,0,1.0,0.6667,0.8,0,course/urls.py | course/views.py,README.md | course/urls.py | course/views.py | result/models.py,programs/course/registration | programs/course/drop,programs/course/registration | programs/course/drop | programs/my_courses,1,0
usecase_v1_0121_path,SkyCascade__SkyLearn,1.0,0.75,0.8571,0,1.0,1.0,1.0,1,result/urls.py | result/views.py | result/models.py,README.md | result/urls.py | result/views.py | result/models.py,result/manage-score | result/manage-score/<id>,result/manage-score | result/manage-score/<id>,1,0
usecase_v1_0122_path,SkyCascade__SkyLearn,1.0,0.5,0.6667,0,1.0,0.5,0.6667,0,result/urls.py | result/views.py,README.md | result/urls.py | result/views.py | result/models.py,result/grade,result/grade | result/assessment,1,0
usecase_v1_0123_path,SkyCascade__SkyLearn,1.0,0.6667,0.8,0,1.0,0.5,0.6667,0,result/urls.py | result/views.py,README.md | result/urls.py | result/views.py,result/result/print/<id>,result/registration/form | result/result/print/<id>,1,0
usecase_v1_0124_path,SkyCascade__SkyLearn,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,quiz/urls.py | quiz/views.py,README.md | quiz/urls.py | quiz/views.py | quiz/models.py,quiz/<slug>/quiz_add | quiz/<slug>/<pk>/add | quiz/<slug>/<pk>/delete,quiz/<slug>/quiz_add | quiz/<slug>/<pk>/add | quiz/<slug>/<pk>/delete,1,0
usecase_v1_0125_path,SkyCascade__SkyLearn,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,quiz/urls.py | quiz/views.py,README.md | quiz/urls.py | quiz/views.py | quiz/models.py,quiz/mc-question/add/<slug>/<quiz_id>,quiz/mc-question/add/<slug>/<quiz_id>,1,0
usecase_v1_0126_path,SkyCascade__SkyLearn,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,quiz/urls.py | quiz/views.py,README.md | quiz/urls.py | quiz/views.py | quiz/models.py,quiz/<pk>/<slug>/take,quiz/<pk>/<slug>/take,1,0
usecase_v1_0127_path,SkyCascade__SkyLearn,1.0,0.75,0.8571,0,1.0,1.0,1.0,1,quiz/urls.py | quiz/views.py | quiz/models.py,README.md | quiz/urls.py | quiz/views.py | quiz/models.py,quiz/marking_list | quiz/marking/<pk>,quiz/marking_list | quiz/marking/<pk>,1,0
usecase_v1_0128_path,SkyCascade__SkyLearn,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,quiz/urls.py | quiz/views.py,README.md | quiz/urls.py | quiz/views.py | quiz/models.py,quiz/progress,quiz/progress,1,0
usecase_v1_0129_path,SkyCascade__SkyLearn,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,search/urls.py | search/views.py,search/urls.py | search/views.py | core/models.py | course/models.py,search,search,1,0
usecase_v1_0130_path,SkyCascade__SkyLearn,0.0,0.0,0.0,0,1.0,0.3333,0.5,0,payments/views.py:create_invoice | payments/views.py:stripe_charge | payments/views.py:gopay_charge | payments/views.py:paymentComplete,payments/urls.py | payments/views.py | payments/models.py,payments/stripe-charge | payments/gopay-charge | payments/payment-succeed,payments | payments/stripe | payments/paypal | payments/coinbase | payments/paylike | payments/stripe-charge | payments/gopay-charge | payments/payment-succeed | payments/complete,1,0
usecase_v1_0131_path,SkyCascade__SkyLearn,1.0,0.6667,0.8,0,1.0,0.5,0.6667,0,payments/urls.py | payments/views.py,payments/urls.py | payments/views.py | payments/models.py,payments/create-invoice,payments/create-invoice | payments/invoice-detail/<id>,1,0
usecase_v1_0132_path,adityagoyal222__django-lms,1.0,1.0,1.0,1,1.0,1.0,1.0,1,README.md | users/urls.py | users/views.py | users/models.py,README.md | users/urls.py | users/views.py | users/models.py,users/signup | users/login | users/logout,users/signup | users/login | users/logout,1,0
usecase_v1_0133_path,adityagoyal222__django-lms,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,courses/urls.py | courses/views.py,README.md | courses/urls.py | courses/views.py | courses/models.py,courses/new,courses/new,1,0
usecase_v1_0134_path,adityagoyal222__django-lms,1.0,0.5,0.6667,0,1.0,0.5,0.6667,0,courses/views.py | courses/models.py,README.md | courses/urls.py | courses/views.py | courses/models.py,courses/detail/<pk>,courses/all | courses/detail/<pk>,1,0
usecase_v1_0135_path,adityagoyal222__django-lms,1.0,0.6667,0.8,0,1.0,1.0,1.0,1,courses/urls.py | courses/views.py,courses/urls.py | courses/views.py | courses/models.py,courses/enroll/<pk>,courses/enroll/<pk>,1,0
usecase_v1_0136_path,adityagoyal222__django-lms,1.0,0.6667,0.8,0,1.0,1.0,1.0,1,courses/urls.py | courses/views.py,courses/urls.py | courses/views.py | courses/models.py,courses/unenroll/<pk>,courses/unenroll/<pk>,1,0
usecase_v1_0137_path,adityagoyal222__django-lms,1.0,0.75,0.8571,0,1.0,1.0,1.0,1,assignments/urls.py | assignments/views.py | assignments/forms.py,README.md | assignments/urls.py | assignments/views.py | assignments/forms.py,assignments/create,assignments/create,1,0
usecase_v1_0138_path,adityagoyal222__django-lms,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,assignments/urls.py | assignments/views.py,README.md | assignments/urls.py | assignments/views.py | assignments/forms.py,assignments/update/<pk>,assignments/update/<pk>,1,0
