task_id,repository_folder,framework,domain,code_path_count,api_path_count,test_path_count,code_path_bin,api_path_bin,has_test_evidence,confidence_bin,confidence,exact_name_match,substring_name_match,name_token_f1,description_token_f1,soft_success,code_path_f1,api_path_f1,code_path_exact,api_path_exact
usecase_v1_0137,adityagoyal222__django-lms,Django/Python,Learning management,6,1,0,4+,1,no,non-numeric,0.0,1.0,1.0,1.0,0.75,1.0,0.8571,1.0,0.0,1.0
usecase_v1_0138,adityagoyal222__django-lms,Django/Python,Learning management,5,1,0,4+,1,no,non-numeric,0.0,1.0,1.0,1.0,0.5,1.0,0.6667,1.0,0.0,1.0
usecase_v1_0139,adityagoyal222__django-lms,Django/Python,Learning management,4,1,0,4+,1,no,0.90-1.00,0.9,1.0,1.0,1.0,0.4444,1.0,0.6667,1.0,0.0,1.0
usecase_v1_0140,adityagoyal222__django-lms,Django/Python,Learning management,6,2,0,4+,2-3,no,non-numeric,0.0,1.0,1.0,1.0,0.5556,1.0,0.8571,1.0,0.0,1.0
usecase_v1_0141,adityagoyal222__django-lms,Django/Python,Learning management,4,1,0,4+,1,no,non-numeric,0.0,1.0,1.0,1.0,0.7143,1.0,0.4,1.0,0.0,1.0
usecase_v1_0142,adityagoyal222__django-lms,Django/Python,Learning management,5,1,0,4+,1,no,non-numeric,0.0,1.0,1.0,1.0,0.6154,1.0,0.6667,1.0,0.0,1.0
usecase_v1_0143,adityagoyal222__django-lms,Django/Python,Learning management,6,1,0,4+,1,no,non-numeric,0.0,0.0,0.0,0.8,0.1333,1.0,0.8571,1.0,0.0,1.0
usecase_v1_0144,adityagoyal222__django-lms,Django/Python,Learning management,4,1,0,4+,1,no,non-numeric,0.0,0.0,0.0,0.8,0.0,1.0,0.6667,1.0,0.0,1.0
usecase_v1_0145,engripaye__library-management-system,Spring/Java,Library management,4,1,1,4+,1,yes,non-numeric,0.0,0.0,0.0,0.5,0.7273,0.0,0.6667,1.0,0.0,1.0
usecase_v1_0146,engripaye__library-management-system,Spring/Java,Library management,3,1,0,2-3,1,no,0.90-1.00,0.95,0.0,0.0,0.8,0.381,1.0,0.8,0.0,0.0,0.0
usecase_v1_0147,engripaye__library-management-system,Spring/Java,Library management,4,1,0,4+,1,no,non-numeric,0.0,1.0,1.0,1.0,0.1111,1.0,0.8571,1.0,0.0,1.0
usecase_v1_0148,engripaye__library-management-system,Spring/Java,Library management,3,1,0,2-3,1,no,non-numeric,0.0,1.0,1.0,1.0,0.381,1.0,0.8,1.0,0.0,1.0
usecase_v1_0149,engripaye__library-management-system,Spring/Java,Library management,4,1,0,4+,1,no,non-numeric,0.0,0.0,0.0,0.6667,0.7059,0.0,0.6667,1.0,0.0,1.0
usecase_v1_0150,engripaye__library-management-system,Spring/Java,Library management,3,1,0,2-3,1,no,non-numeric,0.0,0.0,0.0,0.6667,0.3158,0.0,0.8,0.5,0.0,0.0
usecase_v1_0151,engripaye__library-management-system,Spring/Java,Library management,5,1,0,4+,1,no,non-numeric,0.0,0.0,0.0,0.8,0.0,1.0,0.6667,1.0,0.0,1.0
usecase_v1_0152,engripaye__library-management-system,Spring/Java,Library management,4,1,0,4+,1,no,non-numeric,0.0,0.0,0.0,0.8571,0.5714,1.0,0.6667,1.0,0.0,1.0
usecase_v1_0153,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,Spring/Java,Student management,4,3,1,4+,2-3,yes,0.90-1.00,0.9,0.0,0.0,0.4,0.4286,0.0,0.8571,1.0,0.0,1.0
usecase_v1_0154,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,Spring/Java,Student management,4,4,0,4+,4+,no,non-numeric,0.0,1.0,1.0,1.0,0.2222,1.0,0.8571,1.0,0.0,1.0
usecase_v1_0155,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,Spring/Java,Student management,4,3,0,4+,2-3,no,0.90-1.00,0.9,0.0,0.0,0.2857,0.3333,0.0,1.0,0.8571,1.0,0.0
usecase_v1_0156,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,Spring/Java,Student management,4,1,0,4+,1,no,non-numeric,0.0,1.0,1.0,1.0,0.6,1.0,0.6667,1.0,0.0,1.0
usecase_v1_0157,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,Spring/Java,Student management,4,2,0,4+,2-3,no,non-numeric,0.0,0.0,0.0,0.3333,0.75,0.0,0.8571,1.0,0.0,1.0
usecase_v1_0158,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,Spring/Java,Student management,4,2,0,4+,2-3,no,non-numeric,0.0,0.0,0.0,0.8,0.8235,1.0,0.6667,1.0,0.0,1.0
usecase_v1_0159,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,Spring/Java,Student management,3,1,0,2-3,1,no,non-numeric,0.0,0.0,0.0,0.8571,0.7059,1.0,0.8,1.0,0.0,1.0
usecase_v1_0160,mehmetpekdemir__Library-Management-System,Spring/Java,Library management,3,2,1,2-3,2-3,yes,0.90-1.00,0.9,0.0,0.0,0.3333,0.25,0.0,0.8,1.0,0.0,1.0
usecase_v1_0161,mehmetpekdemir__Library-Management-System,Spring/Java,Library management,3,1,0,2-3,1,no,0.90-1.00,0.9,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0
usecase_v1_0162,mehmetpekdemir__Library-Management-System,Spring/Java,Library management,4,2,0,4+,2-3,no,non-numeric,0.0,1.0,1.0,1.0,0.2927,1.0,0.6667,1.0,0.0,1.0
usecase_v1_0163,mehmetpekdemir__Library-Management-System,Spring/Java,Library management,2,2,0,2-3,2-3,no,0.90-1.00,0.9,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0
usecase_v1_0164,mehmetpekdemir__Library-Management-System,Spring/Java,Library management,2,1,0,2-3,1,no,non-numeric,0.0,0.0,0.0,0.5,0.3529,0.0,0.6667,1.0,0.0,1.0
usecase_v1_0165,mehmetpekdemir__Library-Management-System,Spring/Java,Library management,4,7,0,4+,4+,no,non-numeric,0.0,1.0,1.0,1.0,0.2609,1.0,0.8571,0.8333,0.0,0.0
usecase_v1_0166,mehmetpekdemir__Library-Management-System,Spring/Java,Library management,4,7,0,4+,4+,no,0.90-1.00,0.9,1.0,1.0,1.0,0.3478,1.0,0.8571,0.8333,0.0,0.0
usecase_v1_0167,mehmetpekdemir__Library-Management-System,Spring/Java,Library management,4,7,0,4+,4+,no,non-numeric,0.0,1.0,1.0,1.0,0.2609,1.0,0.8571,0.8333,0.0,0.0
usecase_v1_0168,RameshMF__library-management-system,Spring/Java,Library management,4,5,1,4+,4+,yes,non-numeric,0.0,0.0,0.0,0.4,0.24,0.0,0.8571,0.8889,0.0,0.0
usecase_v1_0169,RameshMF__library-management-system,Spring/Java,Library management,3,1,0,2-3,1,no,non-numeric,0.0,0.0,0.0,0.4,0.5333,0.0,0.8,1.0,0.0,1.0
usecase_v1_0170,RameshMF__library-management-system,Spring/Java,Library management,2,1,0,2-3,1,no,0.90-1.00,0.9,0.0,0.0,0.4,0.3333,0.0,1.0,0.6667,1.0,0.0
usecase_v1_0171,RameshMF__library-management-system,Spring/Java,Library management,4,1,0,4+,1,no,non-numeric,0.0,0.0,0.0,0.8,0.9333,1.0,0.6667,1.0,0.0,1.0
usecase_v1_0172,RameshMF__library-management-system,Spring/Java,Library management,3,1,0,2-3,1,no,non-numeric,0.0,1.0,1.0,1.0,0.6667,1.0,0.8,1.0,0.0,1.0
usecase_v1_0173,RameshMF__library-management-system,Spring/Java,Library management,2,1,0,2-3,1,no,non-numeric,0.0,1.0,1.0,1.0,0.2727,1.0,1.0,0.0,1.0,0.0
usecase_v1_0174,JacksonGao1999__StudentManagement,JavaScript,Student management,4,1,0,4+,1,no,0.90-1.00,0.9,0.0,0.0,0.5714,0.2857,0.0,0.6667,1.0,0.0,1.0
usecase_v1_0175,JacksonGao1999__StudentManagement,JavaScript,Student management,2,1,0,2-3,1,no,0.90-1.00,0.95,0.0,0.0,0.5714,0.48,0.0,0.6667,1.0,0.0,1.0
usecase_v1_0176,JacksonGao1999__StudentManagement,JavaScript,Student management,4,1,0,4+,1,no,non-numeric,0.0,1.0,1.0,1.0,0.4706,1.0,0.6667,1.0,0.0,1.0
usecase_v1_0177,JacksonGao1999__StudentManagement,JavaScript,Student management,3,2,0,2-3,2-3,no,non-numeric,0.0,0.0,0.0,0.0,0.3158,0.0,0.8,0.6667,0.0,0.0
usecase_v1_0178,JacksonGao1999__StudentManagement,JavaScript,Student management,3,1,0,2-3,1,no,0.90-1.00,0.95,1.0,1.0,1.0,0.4706,1.0,0.8,1.0,0.0,1.0
usecase_v1_0179,JacksonGao1999__StudentManagement,JavaScript,Student management,4,1,0,4+,1,no,0.90-1.00,0.95,0.0,0.0,0.0,0.0952,0.0,0.6667,1.0,0.0,1.0
usecase_v1_0180,Asitha123__Java-Spring-boot-Student-Management-System,Spring/Java,Student management,4,1,1,4+,1,yes,0.90-1.00,0.9,0.0,0.0,0.5,0.3333,0.0,0.6667,1.0,0.0,1.0
usecase_v1_0181,Asitha123__Java-Spring-boot-Student-Management-System,Spring/Java,Student management,3,1,0,2-3,1,no,non-numeric,0.0,0.0,0.0,0.0,0.1538,0.0,1.0,0.0,1.0,0.0
usecase_v1_0182,Asitha123__Java-Spring-boot-Student-Management-System,Spring/Java,Student management,3,1,0,2-3,1,no,non-numeric,0.0,1.0,1.0,1.0,0.4762,1.0,1.0,0.0,1.0,0.0
usecase_v1_0183,Asitha123__Java-Spring-boot-Student-Management-System,Spring/Java,Student management,3,1,0,2-3,1,no,0.90-1.00,0.9,1.0,1.0,1.0,0.6154,1.0,0.5,1.0,0.0,1.0
